Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,Signals
"SKYE","Skye Bioscience, Inc. Common Stock","NASDAQ","Unknown",24033479,0.75,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CLPS","CLPS Incorporation Common Stock","NASDAQ","Unknown",23889941,0.8029999732971191,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BTOC","Armlogi Holding Corp. Common Stock","NASDAQ","Unknown",23630401,0.5199999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NWGL","CL Workshop Group Limited American Depositary Shares","NASDAQ","Unknown",23505494,1.4199999570846558,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"MNDO","MIND C.T.I. Ltd. Ordinary Shares","NASDAQ","Unknown",23421275,1.149999976158142,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"GREE","Greenidge Generation Holdings Inc. Class A Common Stock","NASDAQ","Unknown",23382516,1.4800000190734863,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"INTZ","Intrusion Inc. Common Stock","NASDAQ","Unknown",23118380,1.149999976158142,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"EVGOW","EVgo Inc. Warrants","NASDAQ","Unknown",23098705,0.07500000298023224,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"TDTH","Trident Digital Tech Holdings Ltd American Depository Shares","NASDAQ","Unknown",23083853,0.30000001192092896,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"MKDW","MKDWELL Tech Inc. Ordinary Share","NASDAQ","Unknown",22907285,0.1599999964237213,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"REE","REE Automotive Ltd. Class A Ordinary Shares","NASDAQ","Unknown",22784875,0.7350000143051147,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"EKSO","Ekso Bionics Holdings, Inc. Common Stock","NASDAQ","Unknown",22664733,8.640000343322754,10,"SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"PMAX","Powell Max Limited Class A Ordinary Shares","NASDAQ","Unknown",22625000,1.809999942779541,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"FATBB","FAT Brands Inc. Class B Common Stock","NASDAQ","Unknown",22603550,1.2599999904632568,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"DXST","Decent Holding Inc Class A Ordinary Shares","NASDAQ","Unknown",22587500,1.3899999856948853,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HHS","Harte Hanks, Inc. Common Stock","NASDAQ","Unknown",22318530,3.009999990463257,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"YI","111, Inc. American Depositary Shares","NASDAQ","Unknown",22188636,2.559999942779541,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D"
"JVA","Coffee Holding Co., Inc. Common Stock","NASDAQ","Unknown",22149364,3.880000114440918,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TLF","Tandy Leather Factory, Inc. Common Stock","NASDAQ","Unknown",22104955,2.740000009536743,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"UFG","Uni-Fuels Holdings Limited Class A Ordinary Shares","NASDAQ","Unknown",22045442,0.6800000071525574,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"KITT","Nauticus Robotics, Inc. Common stock","NASDAQ","Unknown",21532613,0.7680000066757202,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CVV","CVD Equipment Corporation Common Stock","NASDAQ","Unknown",21436374,3.0899999141693115,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LRE","Lead Real Estate Co., Ltd American Depositary Shares","NASDAQ","Unknown",21417783,1.5700000524520874,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"CISO","CISO Global, Inc. Common Stock","NASDAQ","Unknown",21159863,0.47999998927116394,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"KLTO","Klotho Neurosciences, Inc. Common Stock","NASDAQ","Unknown",20963113,0.289000004529953,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D"
"SCNX","Scienture Holdings, Inc. Common Stock","NASDAQ","Unknown",20721716,0.5099999904632568,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"APLM","Apollomics Inc. Class A Ordinary Shares","NASDAQ","Unknown",20627091,18.69499969482422,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"XOS","Xos, Inc. Common Stock","NASDAQ","Unknown",20514888,1.809999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IDAI","T Stamp Inc. Class A Common Stock","NASDAQ","Unknown",20503383,3.9100000858306885,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"LGCB","Linkage Global Inc. Class A Ordinary Shares","NASDAQ","Unknown",20321250,1.8200000524520874,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MTVA","MetaVia Inc. Common Stock","NASDAQ","Unknown",20295863,8.420000076293945,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"FIEE","FiEE, Inc Common Stock","NASDAQ","Unknown",20210035,3.2100000381469727,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"EBON","Ebang International Holdings Inc. Class A Ordinary Shares","NASDAQ","Unknown",20024450,3.059999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ELWS","Earlyworks Co., Ltd. American Depositary Shares","NASDAQ","Unknown",19752441,6.474999904632568,8,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"NTRBW","Nutriband Inc. Warrant","NASDAQ","Unknown",19601562,1.6100000143051147,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"IRIX","IRIDEX Corporation Common Stock","NASDAQ","Unknown",19596578,1.1399999856948853,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"VRAR","The Glimpse Group, Inc. Common Stock","NASDAQ","Unknown",19516845,0.9259999990463257,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"NOTV","Inotiv, Inc. Common Stock","NASDAQ","Unknown",19317832,0.5600000023841858,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"AMOD","Alpha Modus Holdings, Inc. Class A Common Stock","NASDAQ","Unknown",19305777,0.46000000834465027,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"VYNE","VYNE Therapeutics Inc. Common Stock","NASDAQ","Unknown",19168603,0.5799999833106995,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"RVSN","Rail Vision Ltd. Ordinary Share","NASDAQ","Unknown",19137084,0.3240000009536743,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"OMH","Ohmyhome Limited Class A Ordinary Shares","NASDAQ","Unknown",19051533,0.8080000281333923,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"RENX","RenX Enterprises Corp. Common Stock","NASDAQ","Unknown",18991042,0.1899999976158142,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CYN","Cyngn Inc. Common Stock","NASDAQ","Unknown",18979024,2.380000114440918,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"SGRP","SPAR Group, Inc. Common Stock","NASDAQ","Unknown",18944443,0.7900000214576721,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TOMZ","TOMI Environmental Solutions, Inc. Common Stock","NASDAQ","Unknown",18929214,0.7799999713897705,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DLPN","Dolphin Entertainment, Inc. Common Stock","NASDAQ","Unknown",18910978,1.559999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"WETO","Webus International Limited Ordinary Shares","NASDAQ","Unknown",18889200,0.859000027179718,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, VOLUME_EXPLOSION"
"TXMD","TherapeuticsMD, Inc. Common Stock","NASDAQ","Unknown",18866210,1.6299999952316284,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SWVL","Swvl Holdings Corp Class A Common Shares","NASDAQ","Unknown",18807180,1.899999976158142,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ASTI","Ascent Solar Technologies, Inc. Common Stock","NASDAQ","Unknown",18647954,4.110000133514404,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"COSM","Cosmos Health Inc. Common Stock","NASDAQ","Unknown",18641396,0.49799999594688416,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"INTJ","Intelligent Group Limited Class A Ordinary Shares","NASDAQ","Unknown",18453075,0.6000000238418579,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"RSVRW","Reservoir Media, Inc. Warrant","NASDAQ","Unknown",18364702,0.2800000011920929,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ASBP","Aspire Biopharma Holdings, Inc. Common Stock","NASDAQ","Unknown",18261041,0.13199999928474426,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"TRSG","Tungray Technologies Inc Class A Ordinary Shares","NASDAQ","Unknown",18258666,1.1169999837875366,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"CETX","Cemtrex Inc. Common Stock","NASDAQ","Unknown",17901207,2.5899999141693115,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SNYR","Synergy CHC Corp. Common Stock","NASDAQ","Unknown",17769889,1.8600000143051147,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ITRM","Iterum Therapeutics plc Ordinary Share","NASDAQ","Unknown",17683872,0.33500000834465027,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SMSI","Smith Micro Software, Inc. Common Stock","NASDAQ","Unknown",17329447,0.5400000214576721,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NCT","Intercont (Cayman) Limited Ordinary shares","NASDAQ","Unknown",17179060,0.19099999964237213,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"MWYN","Marwynn Holdings, Inc. Common stock","NASDAQ","Unknown",16939402,0.8389999866485596,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"GIGM","GigaMedia Limited Ordinary Shares","NASDAQ","Unknown",16799397,1.5199999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MDCXW","Medicus Pharma Ltd. Warrant","NASDAQ","Unknown",16776898,2.5,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"FTRK","FAST TRACK GROUP Ordinary shares","NASDAQ","Unknown",16769450,0.7689999938011169,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"QCLS","Q/C Technologies, Inc. Common Stock","NASDAQ","Unknown",16625372,3.990000009536743,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"LIMN","Liminatus Pharma, Inc. Class A Common Stock","NASDAQ","Unknown",16509426,0.6100000143051147,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LSTA","Lisata Therapeutics, Inc. Common Stock","NASDAQ","Unknown",16406563,1.8600000143051147,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IMG","CIMG Inc. Common Stock","NASDAQ","Unknown",16328976,1.0800000429153442,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"VBIX","Viewbix Inc. Common Stock","NASDAQ","Unknown",16325700,1.5299999713897705,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"CTXR","Citius Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown",16132787,0.7770000100135803,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"SAIH","SAIHEAT Limited Class A Ordinary Shares","NASDAQ","Unknown",16127140,9.199999809265137,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"CLGN","CollPlant Biotechnologies Ltd Ordinary Shares","NASDAQ","Unknown",16036317,1.399999976158142,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"HUDI","Huadi International Group Co., Ltd. Ordinary Shares","NASDAQ","Unknown",15992684,1.1200000047683716,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"WETH","Wetouch Technology Inc. Common Stock","NASDAQ","Unknown",15988256,1.340000033378601,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"JFBR","Jeffs' Brands Ltd Ordinary Shares","NASDAQ","Unknown",15883596,0.8220000267028809,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"WVVIP","Willamette Valley Vineyards, Inc. Series A Redeemable Preferred Stock","NASDAQ","Unknown",15787202,3.180000066757202,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CSAI","Cloudastructure, Inc. Class A Common Stock","NASDAQ","Unknown",15766228,0.8050000071525574,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"TNON","Tenon Medical, Inc. Common Stock","NASDAQ","Unknown",15733370,0.9520000219345093,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"AGRZ","Agroz Inc. Ordinary Shares","NASDAQ","Unknown",15726083,0.7699999809265137,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"MTEX","Mannatech, Incorporated Common Stock","NASDAQ","Unknown",15682673,8.25,7,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"GRDX","GridAI Technologies Corp. Common Stock","NASDAQ","Unknown",15666468,4.659999847412109,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"IPM","Intelligent Protection Management Corp. Common Stock","NASDAQ","Unknown",15627454,1.7200000286102295,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LSH","Lakeside Holding Limited Common Stock","NASDAQ","Unknown",15510528,0.8899999856948853,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"GRNQ","Greenpro Capital Corp. Common Stock","NASDAQ","Unknown",15495254,1.850000023841858,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"GDTC","CytoMed Therapeutics Limited Ordinary Shares","NASDAQ","Unknown",15405900,1.3350000381469727,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MSAI","MultiSensor AI Holdings, Inc. Common Stock","NASDAQ","Unknown",15227840,0.2879999876022339,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"FCUV","Focus Universal Inc. Common Stock","NASDAQ","Unknown",15206128,0.8100000023841858,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"WVVI","Willamette Valley Vineyards, Inc. Common Stock","NASDAQ","Unknown",15141813,3.049999952316284,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SPPL","SIMPPLE LTD. Ordinary Shares","NASDAQ","Unknown",15044108,4.25,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"USEA","United Maritime Corporation Common Stock","NASDAQ","Unknown",15035254,1.7000000476837158,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"FBLG","FibroBiologics, Inc. Common Stock","NASDAQ","Unknown",14960285,0.22499999403953552,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"IPST","Heritage Distilling Holding Company, Inc. Common Stock","NASDAQ","Unknown",14912541,1.559999942779541,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"AGAE","Allied Gaming & Entertainment Inc. Common Stock","NASDAQ","Unknown",14894054,0.3919999897480011,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP"
"RMCF","Rocky Mountain Chocolate Factory, Inc. Common Stock","NASDAQ","Unknown",14820965,1.899999976158142,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"YYAI","AiRWA Inc. Common Stock","NASDAQ","Unknown",14807495,0.7799999713897705,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"TRIB","Trinity Biotech plc American Depositary Shares","NASDAQ","Unknown",14737927,0.7900000214576721,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"FEBO","Fenbo Holdings Limited Class A Ordinary Shares","NASDAQ","Unknown",14713125,1.3300000429153442,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, OVERBOUGHT_RSI, HIGH_VOLATILITY"
"MOBX","Mobix Labs, Inc. Class A Common Stock","NASDAQ","Unknown",14630489,0.2669999897480011,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"PT","Pintec Technology Holdings Limited American Depositary Shares","NASDAQ","Unknown",14514238,0.9100000262260437,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"OSRH","OSR Holdings, Inc. Common Stock","NASDAQ","Unknown",14482020,0.5640000104904175,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ELSE","Electro-Sensors, Inc. Common Stock","NASDAQ","Unknown",14478967,4.159999847412109,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"DLXY","Delixy Holdings Limited Ordinary Shares","NASDAQ","Unknown",14445225,0.8840000033378601,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"APLT","Applied Therapeutics, Inc. Common Stock","NASDAQ","Unknown",14430067,0.10000000149011612,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"COOT","Australian Oilseeds Holdings Limited Ordinary Shares","NASDAQ","Unknown",14367747,0.5149999856948853,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"EDTK","Skillful Craftsman Education Technology Limited Ordinary Share","NASDAQ","Unknown",14336506,0.8999999761581421,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"JBDI","JBDI Holdings Limited Ordinary Shares","NASDAQ","Unknown",14189973,0.7459999918937683,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"LIQT","LiqTech International, Inc. Common Stock","NASDAQ","Unknown",14055513,1.4600000381469727,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NXPL","NextPlat Corp Common Stock","NASDAQ","Unknown",14046863,0.5299999713897705,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TJGC","TJGC Group Limited Ordinary Shares","NASDAQ","Unknown",13999500,0.9150000214576721,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"MGIH","Millennium Group International Holdings Limited Ordinary Shares","NASDAQ","Unknown",13950000,1.2400000095367432,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TC","Token Cat Limited American Depositary Shares","NASDAQ","Unknown",13854820,6.96999979019165,8,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"ELOG","Eastern International Ltd. Ordinary Shares","NASDAQ","Unknown",13819550,1.149999976158142,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"LEXX","Lexaria Bioscience Corp. Common Stock","NASDAQ","Unknown",13713347,0.6169999837875366,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"ZSPC","zSpace, Inc. Common stock","NASDAQ","Unknown",13682582,0.47099998593330383,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"BNKK","Bonk, Inc. Common Stock","NASDAQ","Unknown",13672251,2.5799999237060547,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"JYD","Jayud Global Logistics Limited Class A Ordinary Shares","NASDAQ","Unknown",13650481,4.993000030517578,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, OVERBOUGHT_RSI"
"PRZO","ParaZero Technologies Ltd. Ordinary Shares","NASDAQ","Unknown",13593899,0.8149999976158142,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"PLRZ","Polyrizon Ltd. Ordinary Shares","NASDAQ","Unknown",13532602,8.489999771118164,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"SNGX","Soligenix, Inc. Common Stock","NASDAQ","Unknown",13515414,1.340000033378601,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"COCP","Cocrystal Pharma, Inc. Common Stock","NASDAQ","Unknown",13494600,0.9800000190734863,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BFRG","Bullfrog AI Holdings, Inc. Common Stock","NASDAQ","Unknown",13462528,0.8830000162124634,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BCDA","BioCardia, Inc. Common Stock","NASDAQ","Unknown",13265918,1.25,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"EFOI","Energy Focus, Inc. Common Stock","NASDAQ","Unknown",13258049,2.309999942779541,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"AKTX","Akari Therapeutics plc ADS","NASDAQ","Unknown",13230810,0.289000004529953,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"SFHG","Samfine Creation Holdings Group Limited Class A Ordinary Share","NASDAQ","Unknown",13228200,0.7350000143051147,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"CASI","CASI Pharmaceuticals, Inc. Ordinary Shares","NASDAQ","Unknown",13168779,0.8500000238418579,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"NXGL","NexGel, Inc Common Stock","NASDAQ","Unknown",13110444,1.6100000143051147,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"SYBX","Synlogic, Inc. Common Stock","NASDAQ","Unknown",13102789,1.1200000047683716,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"FBGL","FBS Global Limited Ordinary Shares","NASDAQ","Unknown",13088250,0.9700000286102295,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"TKLF","Tokyo Lifestyle Co., Ltd. American Depositary Shares","NASDAQ","Unknown",12994638,3.069999933242798,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MSW","Ming Shing Group Holdings Limited Ordinary Shares","NASDAQ","Unknown",12975000,1,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"RMSG","Real Messenger Corporation Ordinary Shares","NASDAQ","Unknown",12921229,1.350000023841858,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"GTIM","Good Times Restaurants Inc. Common Stock","NASDAQ","Unknown",12775054,1.2100000381469727,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CRIS","Curis, Inc. Common Stock","NASDAQ","Unknown",12762071,0.9900000095367432,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IQST","iQSTEL Inc. Common Stock","NASDAQ","Unknown",12730732,2.9100000858306885,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ANY","Sphere 3D Corp. Common Shares","NASDAQ","Unknown",12637759,0.2980000078678131,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CLRB","Cellectar Biosciences, Inc.  Common Stock","NASDAQ","Unknown",12508395,2.950000047683716,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ADXN","Addex Therapeutics Ltd American Depositary Shares","NASDAQ","Unknown",12497653,7.71999979019165,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
