Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,DataSource,Signals
"TVACW","Texas Ventures Acquisition III Corp Warrants","NASDAQ","Unknown",,0.9,2,"mock","MICROCAP_PRICE"
"TVAI","Thayer Ventures Acquisition Corporation II Class A Ordinary Shares","NASDAQ","Unknown",,10.119999885559082,2,"yahoo","VOLUME_EXPLOSION"
"TVAIR","Thayer Ventures Acquisition Corporation II Rights","NASDAQ","Unknown",,0.21,2,"mock","MICROCAP_PRICE"
"TVAIU","Thayer Ventures Acquisition Corporation II Unit","NASDAQ","Unknown",,10.3100004196167,4,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"UYSC","UY Scuti Acquisition Corp. Ordinary Shares","NASDAQ","Unknown",,10.25,2,"yahoo","MICRO_LIQUIDITY"
"VACH","Voyager Acquisition Corp Class A Ordinary Shares","NASDAQ","Unknown",,10.670000076293945,2,"yahoo","OVERBOUGHT_RSI"
"VACHU","Voyager Acquisition Corp Unit","NASDAQ","Unknown",,10.989999771118164,4,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"VACHW","Voyager Acquisition Corp Warrants","NASDAQ","Unknown",,0.205,2,"mock","MICROCAP_PRICE"
"VCICU","Vine Hill Capital Investment Corp. Unit","NASDAQ","Unknown",,11.25,2,"yahoo","MICRO_LIQUIDITY"
"VCICW","Vine Hill Capital Investment Corp. Warrant","NASDAQ","Unknown",,1.8,2,"mock","MICROCAP_PRICE"
"VNME","Vendome Acquisition Corporation I Class A Ordinary Shares","NASDAQ","Unknown",,10.029999732971191,2,"yahoo","MICRO_LIQUIDITY"
"VNMEU","Vendome Acquisition Corporation I Unit","NASDAQ","Unknown",,10.1899995803833,4,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"WENNW","Wen Acquisition Corp Warrant","NASDAQ","Unknown",,0.3103,2,"mock","MICROCAP_PRICE"
"WLACU","Willow Lane Acquisition Corp. Unit","NASDAQ","Unknown",,15,2,"yahoo","MICRO_LIQUIDITY"
"WLACW","Willow Lane Acquisition Corp. Warrants","NASDAQ","Unknown",,4.48,2,"mock","MICROCAP_PRICE"
"WSBK","Winchester Bancorp, Inc. Common Stock","NASDAQ","Unknown",,10.449999809265137,3,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"WSTNR","Westin Acquisition Corp Right","NASDAQ","Unknown",,0.18,2,"mock","MICROCAP_PRICE"
"WTG","Wintergreen Acquisition Corp. Ordinary Shares","NASDAQ","Unknown",,10.1899995803833,2,"yahoo","MICRO_LIQUIDITY"
"XRPNU","Armada Acquisition Corp. II Units","NASDAQ","Unknown",,10.850000381469727,4,"yahoo","MICRO_LIQUIDITY, OVERBOUGHT_RSI"
"XRPNW","Armada Acquisition Corp. II Warrant","NASDAQ","Unknown",,0.89,2,"mock","MICROCAP_PRICE"
"YHNA","YHN Acquisition I Limited Ordinary Shares","NASDAQ","Unknown",,10.609999656677246,2,"yahoo","MICRO_LIQUIDITY"
"YHNAR","YHN Acquisition I Limited Right","NASDAQ","Unknown",,0.153,2,"mock","MICROCAP_PRICE"
"V","Visa Inc.","NYSE","Unknown",675371055783,350.7099914550781,2,"yahoo","OVERBOUGHT_RSI"
"NVS","Novartis AG Common Stock","NYSE","Unknown",272305554622,137.8699951171875,2,"yahoo","OVERBOUGHT_RSI"
"CCZ","Comcast Holdings ZONES","NYSE","Unknown",218670109245,60.0099983215332,2,"yahoo","MICRO_LIQUIDITY"
"BA","Boeing Company (The) Common Stock","NYSE","Unknown",165031928012,217.1199951171875,2,"yahoo","OVERBOUGHT_RSI"
"UBS","UBS Group AG Registered Ordinary Shares","NYSE","Unknown",147026157374,46.310001373291016,2,"yahoo","OVERBOUGHT_RSI"
"INFY","Infosys Limited American Depositary Shares","NYSE","Unknown",74028081255,17.81999969482422,3,"yahoo","SPIKE_THEN_DROP"
"TAK","Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)","NYSE","Unknown",49066395962,15.59000015258789,2,"yahoo","OVERBOUGHT_RSI"
"HLN","Haleon plc American Depositary Shares (Each representing two Ordinary Shares)","NYSE","Unknown",45022213382,10.109999656677246,2,"yahoo","OVERBOUGHT_RSI"
"ABEV","Ambev S.A. American Depositary Shares (Each representing 1 Common Share)","NYSE","Unknown",38671701286,2.4700000286102295,2,"yahoo","MICROCAP_PRICE"
"BBD","Banco Bradesco Sa American Depositary Shares","NYSE","Unknown",35438426859,3.3299999237060547,2,"yahoo","MICROCAP_PRICE"
"SLF","Sun Life Financial Inc. Common Stock","NYSE","Unknown",34782950966,62.400001525878906,2,"yahoo","OVERBOUGHT_RSI"
"BBDO","Banco Bradesco Sa American Depositary Shares (each representing one Common Share)","NYSE","Unknown",30543028554,2.869999885559082,4,"yahoo","MICROCAP_PRICE, MICRO_LIQUIDITY"
"WIT","Wipro Limited Common Stock","NYSE","Unknown",29740866379,2.8399999141693115,2,"yahoo","MICROCAP_PRICE"
"ECCF","Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029","NYSE","Unknown",27293027798,25.06999969482422,2,"yahoo","MICRO_LIQUIDITY"
"TEF","Telefonica SA Common Stock","NYSE","Unknown",22964154294,4.050000190734863,2,"yahoo","MICROCAP_PRICE"
"IT","Gartner, Inc. Common Stock","NYSE","Unknown",18183622141,252.27999877929688,2,"yahoo","OVERBOUGHT_RSI"
"EMA","Emera Incorporated Common Shares","NYSE","Unknown",14806468000,49.2400016784668,2,"yahoo","OVERBOUGHT_RSI"
"EG","Everest Group, Ltd. Common Stock","NYSE","Unknown",14245253982,339.3500061035156,2,"yahoo","OVERBOUGHT_RSI"
"BALL","Ball Corporation Common Stock","NYSE","Unknown",14195282620,52.970001220703125,2,"yahoo","OVERBOUGHT_RSI"
"AIZ","Assurant, Inc. Common Stock","NYSE","Unknown",12062035344,240.85000610351562,2,"yahoo","OVERBOUGHT_RSI"
"CPT","Camden Property Trust Common Stock","NYSE","Unknown",11711997926,110.08000183105469,2,"yahoo","OVERBOUGHT_RSI"
"ENJ","Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052","NYSE","Unknown",9289215603,20.799999237060547,2,"yahoo","MICRO_LIQUIDITY"
"GGB","Gerdau S.A. Common Stock","NYSE","Unknown",7670792516,3.690000057220459,2,"yahoo","MICROCAP_PRICE"
"ICL","ICL Group Ltd. Ordinary Shares","NYSE","Unknown",7368425139,5.710000038146973,2,"yahoo","OVERBOUGHT_RSI"
"GJS","Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2","NYSE","Unknown",7261148298,23.270000457763672,2,"yahoo","MICRO_LIQUIDITY"
"BEPJ","Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes","NYSE","Unknown",7184851787,25.020000457763672,2,"yahoo","MICRO_LIQUIDITY"
"CWAN","Clearwater Analytics Holdings, Inc. Class A Common Stock","NYSE","Unknown",7058970150,24.1200008392334,2,"yahoo","OVERBOUGHT_RSI"
"UWMC","UWM Holdings Corporation Class A Common Stock","NYSE","Unknown",7007499497,4.380000114440918,2,"yahoo","MICROCAP_PRICE"
"AXTA","Axalta Coating Systems Ltd. Common Shares","NYSE","Unknown",6893020893,32.310001373291016,2,"yahoo","OVERBOUGHT_RSI"
"MSGS","Madison Square Garden Sports Corp. Class A Common Stock (New)","NYSE","Unknown",6222965621,258.6499938964844,2,"yahoo","OVERBOUGHT_RSI"
"PL","Planet Labs PBC Class A Common Stock","NYSE","Unknown",6185468298,19.719999313354492,2,"yahoo","OVERBOUGHT_RSI, HIGH_VOLATILITY"
"PACS","PACS Group, Inc. Common Stock","NYSE","Unknown",6012455378,38.38999938964844,2,"yahoo","OVERBOUGHT_RSI"
"CIG","Comp En De Mn Cemig ADS American Depositary Shares","NYSE","Unknown",5723563790,2,2,"yahoo","MICROCAP_PRICE"
"ENIC","Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)","NYSE","Unknown",5560991199,4.019999980926514,2,"yahoo","MICROCAP_PRICE"
"TV","Grupo Televisa S.A.B. Common Stock","NYSE","Unknown",5558100000,2.9100000858306885,2,"yahoo","MICROCAP_PRICE"
"AVAL","Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares)","NYSE","Unknown",4808053841,4.050000190734863,2,"yahoo","MICROCAP_PRICE"
"ENO","Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066","NYSE","Unknown",4783396025,22.3700008392334,2,"yahoo","MICRO_LIQUIDITY"
"HCC","Warrior Met Coal, Inc. Common Stock","NYSE","Unknown",4635110655,88.16999816894531,2,"yahoo","OVERBOUGHT_RSI"
"HCXY","Hercules Capital, Inc. 6.25% Notes due 2033","NYSE","Unknown",4630168289,25.489999771118164,2,"yahoo","MICRO_LIQUIDITY"
"RIG","Transocean Ltd (Switzerland) Common Stock","NYSE","Unknown",4548952177,4.130000114440918,2,"yahoo","MICROCAP_PRICE"
"LPL","LG Display Co, Ltd AMERICAN DEPOSITORY SHARES","NYSE","Unknown",4210000000,4.210000038146973,2,"yahoo","MICROCAP_PRICE"
"RCC","Ready Capital Corporation 5.75% Senior Notes due 2026","NYSE","Unknown",4116398164,25.049999237060547,3,"yahoo","VOLUME_EXPLOSION, OVERBOUGHT_RSI"
"UGP","Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)","NYSE","Unknown",4079413676,3.7699999809265137,2,"yahoo","MICROCAP_PRICE"
"RCB","Ready Capital Corporation 6.20% Senior Notes due 2026","NYSE","Unknown",4042450891,24.600000381469727,2,"yahoo","MICRO_LIQUIDITY"
"ATGE","Adtalem Global Education Inc. Common Stock","NYSE","Unknown",3758914655,103.47000122070312,2,"yahoo","OVERBOUGHT_RSI"
"RLX","RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share","NYSE","Unknown",3659942028,2.3299999237060547,2,"yahoo","MICROCAP_PRICE"
"FUBO","FuboTV Inc. Class A Common Stock","NYSE","Unknown",3252399013,2.5199999809265137,2,"yahoo","MICROCAP_PRICE"
"RWTO","Redwood Trust, Inc. 9.00% Senior Notes Due 2029","NYSE","Unknown",3229281443,24.989999771118164,2,"yahoo","MICRO_LIQUIDITY"
"ITGR","Integer Holdings Corporation Common Stock","NYSE","Unknown",2748063751,78.43000030517578,2,"yahoo","OVERBOUGHT_RSI"
"COTY","Coty Inc. Class A Common Stock","NYSE","Unknown",2693822442,3.0799999237060547,2,"yahoo","MICROCAP_PRICE"
"BTE","Baytex Energy Corp Common Shares","NYSE","Unknown",2481663910,3.2300000190734863,2,"yahoo","MICROCAP_PRICE"
"AMBP","Ardagh Metal Packaging S.A. Ordinary Shares","NYSE","Unknown",2450568303,4.099999904632568,2,"yahoo","MICROCAP_PRICE"
"PHIN","PHINIA Inc. Common Stock","NYSE","Unknown",2409971233,62.689998626708984,2,"yahoo","OVERBOUGHT_RSI"
"BB","BlackBerry Limited Common Stock","NYSE","Unknown",2236100000,3.7899999618530273,2,"yahoo","MICROCAP_PRICE"
"LU","Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares","NYSE","Unknown",2218598400,2.559999942779541,2,"yahoo","MICROCAP_PRICE"
"CLVT","Clarivate Plc Ordinary Shares","NYSE","Unknown",2209193130,3.3399999141693115,2,"yahoo","MICROCAP_PRICE"
"PMTU","PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028","NYSE","Unknown",2208481410,25.3799991607666,2,"yahoo","MICRO_LIQUIDITY"
"SID","Companhia Siderurgica Nacional S.A. Common Stock","NYSE","Unknown",2121750315,1.600000023841858,2,"yahoo","MICROCAP_PRICE"
"UAA","Under Armour, Inc. Class A Common Stock","NYSE","Unknown",2106730129,4.96999979019165,3,"yahoo","MICROCAP_PRICE, OVERBOUGHT_RSI"
"UA","Under Armour, Inc. Class C Common Stock","NYSE","Unknown",2034668938,4.800000190734863,3,"yahoo","MICROCAP_PRICE, OVERBOUGHT_RSI"
"CSAN","Cosan S.A. ADS","NYSE","Unknown",1835411930,3.950000047683716,2,"yahoo","MICROCAP_PRICE"
"SHCO","Soho House & Co Inc. Class A Common Stock","NYSE","Unknown",1752286807,8.960000038146973,2,"yahoo","OVERBOUGHT_RSI"
"WLYB","John Wiley & Sons, Inc. Common Stock","NYSE","Unknown",1623008463,30.88010025024414,2,"yahoo","MICRO_LIQUIDITY"
"ECCX","Eagle Point Credit Company Inc. 6.6875% Notes due 2028","NYSE","Unknown",1527482354,25.18000030517578,2,"yahoo","MICRO_LIQUIDITY"
"AFGE","American Financial Group, Inc. 4.500% Subordinated Debentures due 2060","NYSE","Unknown",1410354403,16.90999984741211,2,"yahoo","MICRO_LIQUIDITY"
"EVEX","Eve Holding, Inc. Common Stock","NYSE","Unknown",1389735290,3.990000009536743,2,"yahoo","MICROCAP_PRICE"
"BAK","Braskem SA ADR","NYSE","Unknown",1332422523,2.950000047683716,2,"yahoo","MICROCAP_PRICE"
"LAC","Lithium Americas Corp. Common Shares","NYSE","Unknown",1323208936,4.360000133514404,2,"yahoo","MICROCAP_PRICE"
"TUYA","Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share","NYSE","Unknown",1286513312,2.109999895095825,2,"yahoo","MICROCAP_PRICE"
"BORR","Borr Drilling Limited Common Shares","NYSE","Unknown",1236697376,4.03000020980835,2,"yahoo","MICROCAP_PRICE"
"CCO","Clear Channel Outdoor Holdings, Inc. Common Stock","NYSE","Unknown",1099044459,2.2100000381469727,2,"yahoo","MICROCAP_PRICE"
"UAN","CVR Partners, LP Common Units representing Limited Partner Interests","NYSE","Unknown",1083387793,102.5,2,"yahoo","OVERBOUGHT_RSI"
"HTFB","Horizon Technology Finance Corporation 4.875% Notes due 2026","NYSE","Unknown",1065770261,25.049999237060547,2,"yahoo","MICRO_LIQUIDITY"
"HTFC","Horizon Technology Finance Corporation 6.25% Notes due 2027","NYSE","Unknown",1057261117,24.850000381469727,2,"yahoo","MICRO_LIQUIDITY"
"ALIT","Alight, Inc. Class A Common Stock","NYSE","Unknown",1039739099,1.9500000476837158,2,"yahoo","MICROCAP_PRICE"
"EIG","Employers Holdings Inc Common Stock","NYSE","Unknown",970423006,43.16999816894531,2,"yahoo","OVERBOUGHT_RSI"
"BFLY","Butterfly Network, Inc. Class A Common Stock","NYSE","Unknown",959888026,3.799999952316284,3,"yahoo","MICROCAP_PRICE, OVERBOUGHT_RSI"
"ANGX","Angel Studios, Inc. Class A Common Stock","NYSE","Unknown",937200991,4.670000076293945,2,"yahoo","MICROCAP_PRICE"
"FCRX","Crescent Capital BDC, Inc. 5.00% Notes due 2026","NYSE","Unknown",928391752,25.049999237060547,2,"yahoo","MICRO_LIQUIDITY"
"LVWR","LiveWire Group, Inc. Common Stock","NYSE","Unknown",901630213,4.420000076293945,2,"yahoo","MICROCAP_PRICE"
"ODV","Osisko Development Corp. Common Shares","NYSE","Unknown",890086225,3.490000009536743,2,"yahoo","MICROCAP_PRICE"
"EEX","Emerald Holding, Inc. Common Stock","NYSE","Unknown",884198877,4.46999979019165,3,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"CPAC","Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)","NYSE","Unknown",883341850,10.420000076293945,3,"yahoo","OVERBOUGHT_RSI, HIGH_VOLATILITY"
"RSKD","Riskified Ltd. Class A Ordinary Shares","NYSE","Unknown",803571876,4.96999979019165,2,"yahoo","MICROCAP_PRICE"
"AMC","AMC Entertainment Holdings, Inc. Class A Common Stock","NYSE","Unknown",800191955,1.559999942779541,2,"yahoo","MICROCAP_PRICE"
"BLND","Blend Labs, Inc. Class A Common Stock","NYSE","Unknown",789630637,3.0399999618530273,2,"yahoo","MICROCAP_PRICE"
"OPTU","Optimum Communications, Inc. Class A common stock","NYSE","Unknown",775220714,1.649999976158142,2,"yahoo","MICROCAP_PRICE"
"NRGV","Energy Vault Holdings, Inc. Common Stock","NYSE","Unknown",773511914,4.610000133514404,3,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"MITN","TPG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029","NYSE","Unknown",750596443,25.450000762939453,2,"yahoo","MICRO_LIQUIDITY"
"MITP","TPG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029","NYSE","Unknown",749269259,25.405000686645508,2,"yahoo","MICRO_LIQUIDITY"
"NAT","Nordic American Tankers Limited Common Stock","NYSE","Unknown",728422281,3.440000057220459,2,"yahoo","MICROCAP_PRICE"
"VTEX","VTEX Class A Common Shares","NYSE","Unknown",715767347,3.759999990463257,2,"yahoo","MICROCAP_PRICE"
"BW","Babcock & Wilcox Enterprises, Inc. Common Stock","NYSE","Unknown",704374634,6.340000152587891,4,"yahoo","SPIKE_7D, HIGH_VOLATILITY"
"CUBB","Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034","NYSE","Unknown",702721383,22.222000122070312,2,"yahoo","MICRO_LIQUIDITY"
"NX","Quanex Building Products Corporation Common Stock","NYSE","Unknown",702477286,15.380000114440918,3,"yahoo","SPIKE_THEN_DROP"
"LDI","loanDepot, Inc. Class A Common Stock","NYSE","Unknown",689798363,2.069999933242798,2,"yahoo","MICROCAP_PRICE"
"WDH","Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares)","NYSE","Unknown",687158769,1.899999976158142,2,"yahoo","MICROCAP_PRICE"
"TROX","Tronox Holdings plc Ordinary Shares (UK)","NYSE","Unknown",661163208,4.170000076293945,2,"yahoo","MICROCAP_PRICE"
"SES","SES AI Corporation Class A Common Stock","NYSE","Unknown",657129168,1.7999999523162842,2,"yahoo","MICROCAP_PRICE"
"HUYA","HUYA Inc. American depositary shares, each  representing one Class A ordinary share","NYSE","Unknown",643707962,2.880000114440918,2,"yahoo","MICROCAP_PRICE"
"GRNT","Granite Ridge Resources, Inc. Common Stock","NYSE","Unknown",616881007,4.699999809265137,2,"yahoo","MICROCAP_PRICE"
"ZKH","ZKH Group Limited American Depositary Shares, each representing thirty-five (35) Class A Ordinary Shares","NYSE","Unknown",588113798,3.680000066757202,3,"yahoo","MICROCAP_PRICE, OVERBOUGHT_RSI"
"HTT","High Templar Tech Limited American depositary shares, each representing one Class A ordinary share","NYSE","Unknown",586199047,3.549999952316284,2,"yahoo","MICROCAP_PRICE"
"GOTU","Gaotu Techedu Inc. American Depositary Shares","NYSE","Unknown",561560568,2.319999933242798,2,"yahoo","MICROCAP_PRICE"
"GETY","Getty Images Holdings, Inc. Class A Common Stock","NYSE","Unknown",557252643,1.340000033378601,2,"yahoo","MICROCAP_PRICE"
"CINT","CI&T Inc Class A Common Shares","NYSE","Unknown",548156782,4.070000171661377,2,"yahoo","MICROCAP_PRICE"
"INN","Summit Hotel Properties, Inc. Common Stock","NYSE","Unknown",529870732,4.869999885559082,2,"yahoo","MICROCAP_PRICE"
"KLC","KinderCare Learning Companies, Inc. Common Stock","NYSE","Unknown",511136153,4.320000171661377,2,"yahoo","MICROCAP_PRICE"
"KRO","Kronos Worldwide Inc Common Stock","NYSE","Unknown",508534773,4.420000076293945,2,"yahoo","MICROCAP_PRICE"
"SB","Safe Bulkers, Inc Common Stock ($0.001 par value)","NYSE","Unknown",507400012,4.820000171661377,2,"yahoo","MICROCAP_PRICE"
"BDN","Brandywine Realty Trust Common Stock","NYSE","Unknown",507201194,2.9200000762939453,2,"yahoo","MICROCAP_PRICE"
"NPWR","NET Power Inc. Class A Common Stock","NYSE","Unknown",506483940,2.2799999713897705,2,"yahoo","MICROCAP_PRICE"
"HLLY","Holley Inc. Common Stock","NYSE","Unknown",502223062,4.130000114440918,2,"yahoo","MICROCAP_PRICE"
"GTN","Gray Media, Inc. Common Stock","NYSE","Unknown",494099401,4.840000152587891,2,"yahoo","MICROCAP_PRICE"
"UP","Wheels Up Experience Inc. Class A Common Stock","NYSE","Unknown",473656867,0.656000018119812,3,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"FTW","EQV Ventures Acquisition Corp. Class A Ordinary Shares","NYSE","Unknown",467565525,10.489999771118164,2,"yahoo","OVERBOUGHT_RSI"
"EVH","Evolent Health, Inc Class A Common Stock","NYSE","Unknown",446403424,4,2,"yahoo","MICROCAP_PRICE"
"ADCT","ADC Therapeutics SA Common Shares","NYSE","Unknown",437286202,3.5299999713897705,2,"yahoo","MICROCAP_PRICE"
"EB","Eventbrite, Inc. Class A Common Stock","NYSE","Unknown",434654444,4.449999809265137,2,"yahoo","MICROCAP_PRICE"
"KOS","Kosmos Energy Ltd. Common Shares (DE)","NYSE","Unknown",434033878,0.9100000262260437,2,"yahoo","MICROCAP_PRICE"
"CYH","Community Health Systems, Inc. Common Stock","NYSE","Unknown",432181199,3.119999885559082,2,"yahoo","MICROCAP_PRICE"
"CMTG","Claros Mortgage Trust, Inc. Common Stock","NYSE","Unknown",429069418,3.059999942779541,2,"yahoo","MICROCAP_PRICE"
"SAZ","Saratoga Investment Corp 8.50% Notes due 2028","NYSE","Unknown",397210623,25.351999282836914,2,"yahoo","MICRO_LIQUIDITY"
"SAY","Saratoga Investment Corp 8.125% Notes due 2027","NYSE","Unknown",396560396,25.309999465942383,2,"yahoo","MICRO_LIQUIDITY"
"SAT","Saratoga Investment Corp 6.00% Notes due 2027","NYSE","Unknown",387942924,24.760000228881836,2,"yahoo","MICRO_LIQUIDITY"
"SMRT","SmartRent, Inc. Class A Common Stock","NYSE","Unknown",382185458,2.0199999809265137,2,"yahoo","MICROCAP_PRICE"
"EGY","VAALCO Energy, Inc.  Common Stock","NYSE","Unknown",379500041,3.640000104904175,2,"yahoo","MICROCAP_PRICE"
"NMG","Nouveau Monde Graphite Inc. Common Shares","NYSE","Unknown",378021948,2.4800000190734863,3,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"LND","Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)","NYSE","Unknown",367606730,3.5799999237060547,2,"yahoo","MICROCAP_PRICE"
"YSG","Yatsen Holding Limited American Depositary Shares, each representing twenty (20) Class A Ordinary Shares","NYSE","Unknown",365069786,3.890000104904175,3,"yahoo","MICROCAP_PRICE, HIGH_VOLATILITY"
"AUNA","Auna SA Class A Ordinary Shares","NYSE","Unknown",363933871,4.920000076293945,2,"yahoo","MICROCAP_PRICE"
"CODI","D/B/A Compass Diversified Holdings Shares of Beneficial Interest","NYSE","Unknown",361132637,4.800000190734863,2,"yahoo","MICROCAP_PRICE"
"RC","Ready Capital Corporation Common Stock","NYSE","Unknown",353435282,2.180000066757202,2,"yahoo","MICROCAP_PRICE"
"PPT","Putnam Premier Income Trust Common Stock","NYSE","Unknown",352330051,3.5399999618530273,2,"yahoo","MICROCAP_PRICE"
"LZM","Lifezone Metals Limited Ordinary Shares","NYSE","Unknown",345206322,4.269999980926514,2,"yahoo","MICROCAP_PRICE"
"BGS","B&G Foods, Inc. Common Stock","NYSE","Unknown",343901315,4.300000190734863,2,"yahoo","MICROCAP_PRICE"
"ACCO","Acco Brands Corporation Common Stock","NYSE","Unknown",336207776,3.7300000190734863,2,"yahoo","MICROCAP_PRICE"
"GFR","Greenfire Resources Ltd. Common Shares","NYSE","Unknown",334423320,4.760000228881836,2,"yahoo","MICROCAP_PRICE"
"ZIP","ZipRecruiter, Inc. Class A Common Stock","NYSE","Unknown",333681812,3.9000000953674316,2,"yahoo","MICROCAP_PRICE"
"YRD","Yiren Digital Ltd. American Depositary Shares, each representing two ordinary shares","NYSE","Unknown",319703991,3.700000047683716,2,"yahoo","MICROCAP_PRICE"
"MIN","MFS Intermediate Income Trust Common Stock","NYSE","Unknown",299883182,2.609999895095825,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"OEC","Orion S.A. Common Shares","NYSE","Unknown",296470448,5.28000020980835,2,"yahoo","SMALL_MARKET_CAP"
"SI","Shoulder Innovations, Inc. Common Stock","NYSE","Unknown",294604081,14.300000190734863,2,"yahoo","SMALL_MARKET_CAP"
"ZH","Zhihu Inc. American Depositary Shares, each representing three (3) Class A Ordinary Shares","NYSE","Unknown",287212744,3.2799999713897705,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"RMMZ","RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock","NYSE","Unknown",286619399,14.520000457763672,2,"yahoo","SMALL_MARKET_CAP"
"OIA","Invesco Municipal Income Opportunities Trust Common Stock","NYSE","Unknown",286109590,6.010000228881836,2,"yahoo","SMALL_MARKET_CAP"
"AGL","agilon health, inc. Common Stock","NYSE","Unknown",285522351,0.6890000104904175,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"CIO","City Office REIT, Inc. Common Stock","NYSE","Unknown",282141844,6.989999771118164,4,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"BRT","BRT Apartments Corp. (MD) Common Stock","NYSE","Unknown",279599792,14.699999809265137,2,"yahoo","SMALL_MARKET_CAP"
"CLW","Clearwater Paper Corporation Common Stock","NYSE","Unknown",279067064,17.399999618530273,2,"yahoo","SMALL_MARKET_CAP"
"COSO","CoastalSouth Bancshares, Inc. Common Stock","NYSE","Unknown",278509913,23.25,2,"yahoo","SMALL_MARKET_CAP"
"MMT","MFS Multimarket Income Trust Common Stock","NYSE","Unknown",276899618,4.650000095367432,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"MCR","MFS Charter Income Trust Common Stock","NYSE","Unknown",275932543,6.269999980926514,2,"yahoo","SMALL_MARKET_CAP"
"BRCC","BRC Inc. Class A Common Stock","NYSE","Unknown",275834867,1.1100000143051147,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"ACV","Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest","NYSE","Unknown",272442061,26.290000915527344,2,"yahoo","SMALL_MARKET_CAP"
"XPER","Xperi Inc. Common Stock","NYSE","Unknown",271525356,5.860000133514404,2,"yahoo","SMALL_MARKET_CAP"
"MITT","TPG Mortgage Investment Trust, Inc. Common Stock","NYSE","Unknown",270462705,8.520000457763672,2,"yahoo","SMALL_MARKET_CAP"
"RMM","RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock","NYSE","Unknown",268656337,13.609999656677246,2,"yahoo","SMALL_MARKET_CAP"
"GCO","Genesco Inc. Common Stock","NYSE","Unknown",267336071,24.770000457763672,2,"yahoo","SMALL_MARKET_CAP"
"NL","NL Industries, Inc. Common Stock","NYSE","Unknown",267279155,5.46999979019165,2,"yahoo","SMALL_MARKET_CAP"
"EVC","Entravision Communications Corporation Common Stock","NYSE","Unknown",266560524,2.930000066757202,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"EOT","Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST","NYSE","Unknown",264217414,16.90999984741211,3,"yahoo","SMALL_MARKET_CAP, OVERBOUGHT_RSI"
"TPVG","TriplePoint Venture Growth BDC Corp. Common Stock","NYSE","Unknown",264214672,6.539999961853027,2,"yahoo","SMALL_MARKET_CAP"
"CVEO","Civeo Corporation (Canada) Common Shares","NYSE","Unknown",263353150,22.8700008392334,2,"yahoo","SMALL_MARKET_CAP"
"ACRE","Ares Commercial Real Estate Corporation Common Stock","NYSE","Unknown",263026445,4.78000020980835,4,"yahoo","MICROCAP_PRICE, SMALL_MARKET_CAP"
"SJT","San Juan Basin Royalty Trust Common Stock","NYSE","Unknown",261941434,5.619999885559082,2,"yahoo","SMALL_MARKET_CAP"
"SPIR","Spire Global, Inc. Class A Common Stock","NYSE","Unknown",259556888,7.5,3,"yahoo","SMALL_MARKET_CAP, HIGH_VOLATILITY"
